"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Solomyansk","Solomyansk","50.42838","30.45211","Ukraine","UA","","Kyiv City","","280400","2085"
"Merkezefendi","Merkezefendi","37.80544","29.04236","Turkey","TR","","Denizli","","280341","2086"
"Madison","Madison","43.07305","-89.40123","United States","US","","Wisconsin","","280305","2087"
"Bukhara","Bukhara","39.77026","64.43069","Uzbekistan","UZ","","Bukhara","","280187","2088"
"Wollongong","Wollongong","-34.424","150.89345","Australia","AU","","New South Wales","","280153","2089"
"Mingora","Mingora","34.7795","72.36265","Pakistan","PK","","Khyber Pakhtunkhwa","","279914","2090"
"Volta Redonda","Volta Redonda","-22.52306","-44.10417","Brazil","BR","","Rio de Janeiro","","279898","2091"
"Ostrava","Ostrava","49.83465","18.28204","Czechia","CZ","","Moravian-Silesian Region","","279791","2092"
"St. Louis","St. Louis","38.62727","-90.19789","United States","US","","Missouri","","279695","2093"
"Poltava","Poltava","49.58925","34.55367","Ukraine","UA","","Poltava","","279593","2094"
"Efon-Alaaye","Efon-Alaaye","7.65649","4.92235","Nigeria","NG","","Ekiti State","","279319","2095"
"Binjai","Binjai","3.6001","98.4854","Indonesia","ID","","North Sumatra","","279302","2096"
"Petrozavodsk","Petrozavodsk","61.78491","34.34691","Russia","RU","","Karelia","","279190","2097"
"Enshi","Enshi","30.3","109.48333","China","CN","","Hubei","","279185","2098"
"Taganrog","Taganrog","47.23627","38.9053","Russia","RU","","Rostov","","279056","2099"
"Santa Teresa del Tuy","Santa Teresa del Tuy","10.23291","-66.66474","Venezuela","VE","","Miranda","","278890","2100"
"South Dublin","South Dublin","53.29026","-6.34151","Ireland","IE","","Leinster","","278749","2101"
"Quảng Ngãi","Quang Ngai","15.12047","108.79232","Vietnam","VN","","Quang Ngai","","278496","2102"
"Qarshi","Qarshi","38.86056","65.78905","Uzbekistan","UZ","","Qashqadaryo","","278300","2103"
"Tanghe","Tanghe","32.68545","112.83234","China","CN","","Henan","","278055","2104"
"Coacalco","Coacalco","19.62923","-99.10689","Mexico","MX","","México","","277959","2105"
"Sincelejo","Sincelejo","9.3045","-75.3905","Colombia","CO","","Sucre Department","","277773","2106"
"Zoucheng","Zoucheng","35.40056","116.96556","China","CN","","Shandong","","277400","2107"
"Khomeynī Shahr","Khomeyni Shahr","32.6856","51.53609","Iran","IR","","Isfahan","","277334","2108"
"Kostroma","Kostroma","57.76638","40.92828","Russia","RU","","Kostroma Oblast","","277280","2109"
"Imphal","Imphal","24.80805","93.9442","India","IN","","Manipur","","277196","2110"
"Gagnoa","Gagnoa","6.13193","-5.9506","Ivory Coast","CI","","Goh-Djiboua","","277044","2111"
"Ulu Bedok","Ulu Bedok","1.33333","103.93333","Singapore","SG","","00","","276990","2112"
"Bedok New Town","Bedok New Town","1.32639","103.94167","Singapore","SG","","04","","276990","2113"
"Owo","Owo","7.1962","5.58681","Nigeria","NG","","Ondo State","","276574","2114"
"Suncheon","Suncheon","34.9505","127.48784","South Korea","KR","","Jeollanam-do","","276375","2115"
"Fangchenggang","Fangchenggang","21.76945","108.35661","China","CN","","Guangxi","","276315","2116"
"Komsomolsk-on-Amur","Komsomolsk-on-Amur","50.55034","137.00995","Russia","RU","","Khabarovsk","","275908","2117"
"Abbottabad","Abbottabad","34.1463","73.21168","Pakistan","PK","","Khyber Pakhtunkhwa","","275890","2118"
"Kaili","Kaili","26.58583","107.97972","China","CN","","Guizhou","","275745","2119"
"Hakodate","Hakodate","41.77583","140.73667","Japan","JP","","Hokkaido","","275730","2120"
"Yamoussoukro","Yamoussoukro","6.82055","-5.27674","Ivory Coast","CI","","Lacs District","","275686","2121"
"Bab Ezzouar","Bab Ezzouar","36.72615","3.18291","Algeria","DZ","","Algiers","","275630","2122"
"Strasbourg","Strasbourg","48.58392","7.74553","France","FR","","Grand Est","","274845","2123"
"Pematangsiantar","Pematangsiantar","2.9595","99.0687","Indonesia","ID","","North Sumatra","","274838","2124"
"Saugor","Saugor","23.83877","78.73874","India","IN","","Madhya Pradesh","","274556","2125"
"Neihu","Neihu","25.0815","121.58809","Taiwan","TW","","Taiwan","","274538","2126"
"Tsu","Tsu","34.73333","136.51667","Japan","JP","","Mie","","274537","2127"
"Xingning","Xingning","24.1483","115.72272","China","CN","","Guangdong","","274499","2128"
"Linxia Chengguanzhen","Linxia Chengguanzhen","35.60028","103.20639","China","CN","","Gansu","","274466","2129"
"Khmelnytskyi","Khmelnytskyi","49.41835","26.97936","Ukraine","UA","","Khmelnytskyi","","274452","2130"
"Kushinagar","Kushinagar","26.74134","83.88689","India","IN","","Uttar Pradesh","","274403","2131"
"Loja","Loja","-3.99313","-79.20422","Ecuador","EC","","Loja","","274112","2132"
"Tai Po","Tai Po","22.45007","114.16877","Hong Kong","HK","","Tai Po","","274100","2133"
"Isfara","Isfara","40.12649","70.62526","Tajikistan","TJ","","Sughd","","274000","2134"
"Luena","Luena","-11.78333","19.91667","Angola","AO","","Moxico","","273675","2135"
"Pasarkemis","Pasarkemis","-6.17028","106.53028","Indonesia","ID","","West Java","","273659","2136"
"Taboão da Serra","Taboao da Serra","-23.62611","-46.79167","Brazil","BR","","São Paulo","","273542","2137"
"Istaravshan","Istaravshan","39.9142","69.00328","Tajikistan","TJ","","Sughd","","273500","2138"
"Turpan","Turpan","42.94769","89.17886","China","CN","","Xinjiang","","273385","2139"
"Rourkela","Rourkela","22.22496","84.86414","India","IN","","Odisha","","273317","2140"
"Yao","Yao","34.61667","135.6","Japan","JP","","Osaka","","273213","2141"
"Banī Suwayf","Bani Suwayf","29.07441","31.09785","Egypt","EG","","Beni Suweif","","273151","2142"
"Nagar Naluākot","Nagar Naluakot","24.15608","90.7728","Bangladesh","BD","","Dhaka Division","","273000","2143"
"Guantánamo","Guantanamo","20.14444","-75.20917","Cuba","CU","","Guantánamo Province","","272801","2144"
"Baguio","Baguio","16.41639","120.59306","Philippines","PH","","Cordillera","","272714","2145"
"Petrópolis","Petropolis","-22.505","-43.17861","Brazil","BR","","Rio de Janeiro","","272691","2146"
"Ar Rayyān","Ar Rayyan","25.29194","51.42444","Qatar","QA","","Baladiyat ar Rayyan","","272465","2147"
"Polokwane","Polokwane","-23.90449","29.46885","South Africa","ZA","","Limpopo","","272461","2148"
"Ljubljana","Ljubljana","46.05108","14.50513","Slovenia","SI","","Ljubljana","","272220","2149"
"Jalālābād","Jalalabad","34.42647","70.45153","Afghanistan","AF","","Nangarhar","","271900","2150"
"Deir ez-Zor","Deir ez-Zor","35.33588","40.14084","Syria","SY","","Deir ez-Zor","","271800","2151"
"Gijón","Gijon","43.53573","-5.66152","Spain","ES","","Asturias","","271780","2152"
"Hafar Al-Batin","Hafar Al-Batin","28.43279","45.97077","Saudi Arabia","SA","","Eastern Province","","271642","2153"
"Kakogawachō-honmachi","Kakogawacho-honmachi","34.76943","134.82905","Japan","JP","","Hyōgo","","271634","2154"
"Sector 5","Sector 5","44.38808","26.07144","Romania","RO","","Bucharest","","271575","2155"
"Quận Sáu","Quan Sau","10.7468","106.64903","Vietnam","VN","","Ho Chi Minh City (HCMC)","","271050","2156"
"Capao Redondo","Capao Redondo","-23.66877","-46.78051","Brazil","BR","","São Paulo","","270767","2157"
"Mỹ Tho","My Tho","10.36004","106.35996","Vietnam","VN","","Dong Thap","","270700","2158"
"Mito","Mito","36.35","140.45","Japan","JP","","Ibaraki","","270685","2159"
"Derby","Derby","52.92277","-1.47663","United Kingdom","GB","","England","","270468","2160"
"Dessie","Dessie","11.13333","39.63333","Ethiopia","ET","","Amhara","","270400","2161"
"São José","Sao Jose","-27.61528","-48.6275","Brazil","BR","","Santa Catarina","","270299","2162"
"Hạ Long","Ha Long","20.95045","107.07336","Vietnam","VN","","Quảng Ninh","","270054","2163"
"Gelsenkirchen","Gelsenkirchen","51.50508","7.09654","Germany","DE","","North Rhine-Westphalia","","270028","2164"
"Longling County","Longling County","24.58663","98.68934","China","CN","","Yunnan","","270000","2165"
"Cherkasy","Cherkasy","49.44452","32.05738","Ukraine","UA","","Cherkasy","","269836","2166"
"Malolos","Malolos","14.8443","120.81039","Philippines","PH","","Central Luzon","","269809","2167"
"Southampton","Southampton","50.90395","-1.40428","United Kingdom","GB","","England","","269781","2168"
"Kapar","Kapar","3.13333","101.38333","Malaysia","MY","","Selangor","","269627","2169"
"Çorum","Corum","40.54889","34.95333","Turkey","TR","","Çorum","","269595","2170"
"Ghulja","Ghulja","43.91515","81.32151","China","CN","","Xinjiang","","269158","2171"
"Eimsbüttel","Eimsbuettel","53.57416","9.95679","Germany","DE","","Hamburg","","269118","2172"
"Merlo","Merlo","-34.66536","-58.72744","Argentina","AR","","Buenos Aires","","268961","2173"
"Yeosu","Yeosu","34.76062","127.66215","South Korea","KR","","Jeollanam-do","","268823","2174"
"Durg","Durg","21.19147","81.27619","India","IN","","Chhattisgarh","","268806","2175"
"Fuling","Fuling","29.70997","107.39391","China","CN","","Chongqing","","268658","2176"
"Mokpo","Mokpo","34.81282","126.39181","South Korea","KR","","Jeollanam-do","","268402","2177"
"Birgañj","Birganj","27.01736","84.88047","Nepal","NP","","Madhesh","","268273","2178"
"Yoshkar-Ola","Yoshkar-Ola","56.63877","47.89078","Russia","RU","","Mariy-El Republic","","268272","2179"
"Russeifa","Russeifa","32.01778","36.04639","Jordan","JO","","Zarqa","","268237","2180"
"Shibīn al Kawm","Shibin al Kawm","30.55258","31.00904","Egypt","EG","","Monufia","","267945","2181"
"Parauapebas","Parauapebas","-6.0675","-49.90222","Brazil","BR","","Pará","","267836","2182"
"Mirpur Khas","Mirpur Khas","25.5276","69.01255","Pakistan","PK","","Sindh","","267833","2183"
"Sengkang New Town","Sengkang New Town","1.39167","103.89444","Singapore","SG","","02","","267600","2184"
"Floridablanca","Floridablanca","7.06222","-73.08644","Colombia","CO","","Santander Department","","267591","2185"
"Tokushima","Tokushima","34.06667","134.56667","Japan","JP","","Tokushima","","267345","2186"
"Sterlitamak","Sterlitamak","53.63793","55.9533","Russia","RU","","Bashkortostan Republic","","267231","2187"
"Anantapur","Anantapur","14.67784","77.60813","India","IN","","Andhra Pradesh","","267161","2188"
"Parnamirim","Parnamirim","-5.91556","-35.26278","Brazil","BR","","Rio Grande do Norte","","267036","2189"
"Gyeongsan-si","Gyeongsan-si","35.82333","128.73778","South Korea","KR","","Gyeongsangbuk-do","","266951","2190"
"Sohag","Sohag","26.55695","31.69478","Egypt","EG","","Sohag","","266944","2191"
"Nagaoka","Nagaoka","37.45","138.85","Japan","JP","","Niigata","","266936","2192"
"Sapopemba","Sapopemba","-23.59556","-46.52472","Brazil","BR","","São Paulo","","266715","2193"
"Eixample","Eixample","41.38896","2.16179","Spain","ES","","Catalonia","","266477","2194"
"Bagerhat","Bagerhat","22.65657","89.79123","Bangladesh","BD","","Khulna Division","","266388","2195"
"Hà Tĩnh","Ha Tinh","18.34282","105.90569","Vietnam","VN","","Hà Tĩnh Province","","266321","2196"
"Saskatoon","Saskatoon","52.13238","-106.66892","Canada","CA","","Saskatchewan","","266141","2197"
"Chengzhong","Chengzhong","30.94454","113.55284","China","CN","","Hubei","","265886","2198"
"Djelfa","Djelfa","34.67279","3.263","Algeria","DZ","","Djelfa","","265833","2199"
"Chula Vista","Chula Vista","32.64005","-117.0842","United States","US","","California","","265757","2200"
"Shimonoseki","Shimonoseki","33.95548","130.93713","Japan","JP","","Yamaguchi","","265684","2201"
"Toledo","Toledo","41.66394","-83.55521","United States","US","","Ohio","","265638","2202"
"Kibaha","Kibaha","-6.76667","38.91667","Tanzania","TZ","","Pwani","","265360","2203"
"Hulan Ergi","Hulan Ergi","47.20417","123.63333","China","CN","","Heilongjiang","","265344","2204"
"Tampines Estate","Tampines Estate","1.35806","103.94028","Singapore","SG","","00","","265340","2205"
"Bordeaux","Bordeaux","44.84124","-0.58046","France","FR","","New Aquitaine","","265328","2206"
"Aachen","Aachen","50.77664","6.08342","Germany","DE","","North Rhine-Westphalia","","265208","2207"
"Gent","Gent","51.05","3.71667","Belgium","BE","","Flanders","","265086","2208"
"Gravataí","Gravatai","-29.94218","-50.99278","Brazil","BR","","Rio Grande do Sul","","265074","2209"
"Mantampay","Mantampay","8.16667","124.21667","Philippines","PH","","Northern Mindanao","","265032","2210"
"Ratlām","Ratlam","23.33033","75.04032","India","IN","","Madhya Pradesh","","264914","2211"
"Nogales","Nogales","31.30862","-110.94217","Mexico","MX","","Sonora","","264782","2212"
"El Daein","El Daein","11.46186","26.12583","Sudan","SD","","Eastern Darfur","","264734","2213"
"Donghai","Donghai","22.94593","115.64204","China","CN","","Guangdong","","264709","2214"
"Dezfūl","Dezful","32.41667","48.21667","Iran","IR","","Khuzestan","","264709","2215"
"Gunsan","Gunsan","35.97861","126.71139","South Korea","KR","","Jeollabuk-do","","264656","2216"
"Mossoró","Mossoro","-5.1875","-37.34417","Brazil","BR","","Rio Grande do Norte","","264577","2217"
"Rānipet","Ranipet","12.92471","79.33331","India","IN","","Tamil Nadu","","264330","2218"
"Brāhmanbāria","Brahmanbaria","23.97464","91.11228","Bangladesh","BD","","Chittagong","","264326","2219"
"Porto-Novo","Porto-Novo","6.49646","2.60359","Benin","BJ","","Ouémé","","264320","2220"
"Chernivtsi","Chernivtsi","48.29045","25.93241","Ukraine","UA","","Chernivtsi","","264298","2221"
"Jersey City","Jersey City","40.72816","-74.07764","United States","US","","New Jersey","","264290","2222"
"Manta","Manta","-0.94937","-80.73137","Ecuador","EC","","Manabí","","264281","2223"
"Reno","Reno","39.52963","-119.8138","United States","US","","Nevada","","264165","2224"
"Bégoua","Begoua","4.45437","18.53475","Central African Republic","CF","","Ombella-M'Poko","","264067","2225"
"Riobamba","Riobamba","-1.66506","-78.65887","Ecuador","EC","","Chimborazo Province","","264048","2226"
"Sivas","Sivas","39.74833","37.01611","Turkey","TR","","Sivas","","264022","2227"
"Wolverhampton","Wolverhampton","52.58547","-2.12296","United Kingdom","GB","","England","","263700","2228"
"Fanling","Fanling","22.49487","114.13949","Hong Kong","HK","","North District","","263200","2229"
"Chiayi City","Chiayi City","23.47917","120.44889","Taiwan","TW","","Taiwan","","263188","2230"
"Dongtai","Dongtai","32.85231","120.30947","China","CN","","Jiangsu","","262873","2231"
"Fuchū","Fuchu","35.67452","139.48216","Japan","JP","","Tokyo","","262790","2232"
"Jurong Town","Jurong Town","1.33417","103.72278","Singapore","SG","","05","","262730","2233"
"Marāgheh","Maragheh","37.39206","46.23909","Iran","IR","","East Azerbaijan","","262604","2234"
"Marāgheh","Maragheh","35.82916","59.63324","Iran","IR","","Razavi Khorasan","","262604","2235"
"Quilmes","Quilmes","-34.72065","-58.25454","Argentina","AR","","Buenos Aires","","262379","2236"
"Fukui-shi","Fukui-shi","36.06443","136.22257","Japan","JP","","Fukui","","262328","2237"
"Lal Bahadur Nagar","Lal Bahadur Nagar","17.34769","78.55757","India","IN","","Telangana","","261987","2238"
"Mönchengladbach","Moenchengladbach","51.18539","6.44172","Germany","DE","","North Rhine-Westphalia","","261742","2239"
"Bagong Silang","Bagong Silang","14.7783","121.04487","Philippines","PH","","National Capital Region","","261729","2240"
"Zhytomyr","Zhytomyr","50.26235","28.67913","Ukraine","UA","","Zhytomyr","","261624","2241"
"Karamay","Karamay","45.58473","84.88724","China","CN","","Xinjiang","","261445","2242"
"Sacomã","Sacoma","-23.63083","-46.59817","Brazil","BR","","São Paulo","","261436","2243"
"Arrah","Arrah","25.55629","84.66335","India","IN","","Bihar","","261430","2244"
"Tongliao","Tongliao","43.6125","122.26528","China","CN","","Inner Mongolia","","261110","2245"
"Rangel","Rangel","-8.82644","13.26285","Angola","AO","","Luanda","","261000","2246"
"Bariadi","Bariadi","-2.8","33.98333","Tanzania","TZ","","Simiyu","","260927","2247"
"Antsirabe","Antsirabe","-19.86586","47.03333","Madagascar","MG","","Vakinankaratra","","260907","2248"
"Chandler","Chandler","33.30616","-111.84125","United States","US","","Arizona","","260828","2249"
"Yei","Yei","4.09444","30.67639","South Sudan","SS","","Central Equatoria","","260720","2250"
"Chilanzar","Chilanzar","41.28194","69.18111","Uzbekistan","UZ","","Tashkent","","260700","2251"
"Tampere","Tampere","61.49911","23.78712","Finland","FI","","Pirkanmaa","","260646","2252"
"Mahajanga","Mahajanga","-15.71667","46.31667","Madagascar","MG","","Boeny","","260556","2253"
"Minato City","Minato City","35.6581","139.7515","Japan","JP","","Tokyo","","260486","2254"
"Fort Wayne","Fort Wayne","41.1306","-85.12886","United States","US","","Indiana","","260326","2255"
"Plymouth","Plymouth","50.37153","-4.14305","United Kingdom","GB","","England","","260203","2256"
"Nianbo","Nianbo","36.48","102.41639","China","CN","","Qinghai","","260184","2257"
"Baranagar","Baranagar","22.64132","88.37727","India","IN","","West Bengal","","260072","2258"
"Skardu","Skardu","35.29787","75.63372","Pakistan","PK","","Gilgit-Baltistan","","260000","2259"
"Marawi City","Marawi City","8.0034","124.28395","Philippines","PH","","Autonomous Region in Muslim Mindanao","","259993","2260"
